pnum,voicefil,voice,HNDE,HNEX,HNIN,HPEF,HPFO,HPRE,LNEY,LNSP,LNSW,LPAT,LPFO,LPGR,HN,HP,LN,LP,form_smean,form_svar,form_rmean,form_rvar,intense_smean,intense_svar,intense_rmean,intense_rvar,pitch_smean,pitch_svar,pitch_rmean,pitch_rvar,ptype,hilo_actual,form_smeanMD,form_svarMD,intense_smeanMD,intense_svarMD,pitch_smeanMD,pitch_svarMD,LPr,LNr,newpster,vsex,feelpower,Zsub_form_smean,Zsub_form_svar,Zsub_form_rmean,Zsub_form_rvar,Zsub_intense_smean,Zsub_intense_svar,Zsub_intense_rmean,Zsub_intense_rvar,Zsub_pitch_smean,Zsub_pitch_svar,Zsub_pitch_rmean,Zsub_pitch_rvar
10,f144_power.wav,144,2,2,2,2,2,2,5,6,6,2,6,2,2,2,5.67,3.33,1160.634936,43528.29322,1311.056705,61442.48487,55.79020298,122.3668941,50.96016747,125.5698061,196.6456058,1511.936492,181.6320742,995.5137057,INFO,lo,37.38493591,2162.803216,-2.990620419,-76.15104097,40.7412398,47.09649191,4.67,2.33,2.75,F,3,0.074742,0.150291,0.165606,0.499857,-0.874259,-1.443271,-1.62061,-1.511216,-0.041128,-0.623287,-0.255328,-1.307083
11,f144_power.wav,144,7,6,7,3,6,4,1,1,4,7,4,3,6.67,4.33,2,4.67,1160.634936,43528.29322,1311.056705,61442.48487,55.79020298,122.3668941,50.96016747,125.5698061,196.6456058,1511.936492,181.6320742,995.5137057,INFO,lo,37.38493591,2162.803216,-2.990620419,-76.15104097,40.7412398,47.09649191,3.33,6,5.0825,F,3,0.074742,0.150291,0.165606,0.499857,-0.874259,-1.443271,-1.62061,-1.511216,-0.041128,-0.623287,-0.255328,-1.307083
13,f144_power.wav,144,2,2,3,3,5,5,3,3,6,5,4,4,2.33,4.33,4,4.33,1160.634936,43528.29322,1311.056705,61442.48487,55.79020298,122.3668941,50.96016747,125.5698061,196.6456058,1511.936492,181.6320742,995.5137057,INFO,lo,37.38493591,2162.803216,-2.990620419,-76.15104097,40.7412398,47.09649191,3.67,4,3.5825,F,3,0.074742,0.150291,0.165606,0.499857,-0.874259,-1.443271,-1.62061,-1.511216,-0.041128,-0.623287,-0.255328,-1.307083
14,f144_power.wav,144,4,3,2,2,3,3,4,5,5,4,3,4,3,2.67,4.67,3.67,1160.634936,43528.29322,1311.056705,61442.48487,55.79020298,122.3668941,50.96016747,125.5698061,196.6456058,1511.936492,181.6320742,995.5137057,INFO,lo,37.38493591,2162.803216,-2.990620419,-76.15104097,40.7412398,47.09649191,4.33,3.33,3.3325,F,3,0.074742,0.150291,0.165606,0.499857,-0.874259,-1.443271,-1.62061,-1.511216,-0.041128,-0.623287,-0.255328,-1.307083
16,f144_power.wav,144,6,7,3,6,7,6,1,1,1,6,7,7,5.33,6.33,1,6.67,1160.634936,43528.29322,1311.056705,61442.48487,55.79020298,122.3668941,50.96016747,125.5698061,196.6456058,1511.936492,181.6320742,995.5137057,INFO,lo,37.38493591,2162.803216,-2.990620419,-76.15104097,40.7412398,47.09649191,1.33,7,4.9975,F,3,0.074742,0.150291,0.165606,0.499857,-0.874259,-1.443271,-1.62061,-1.511216,-0.041128,-0.623287,-0.255328,-1.307083
18,f144_power.wav,144,4,4,1,5,7,5,3,4,3,6,5,7,3,5.67,3.33,6,1160.634936,43528.29322,1311.056705,61442.48487,55.79020298,122.3668941,50.96016747,125.5698061,196.6456058,1511.936492,181.6320742,995.5137057,INFO,lo,37.38493591,2162.803216,-2.990620419,-76.15104097,40.7412398,47.09649191,2,4.67,3.835,F,3,0.074742,0.150291,0.165606,0.499857,-0.874259,-1.443271,-1.62061,-1.511216,-0.041128,-0.623287,-0.255328,-1.307083
19,f144_power.wav,144,1,2,3,1,6,1,3,7,4,4,7,3,2,2.67,4.67,4.67,1160.634936,43528.29322,1311.056705,61442.48487,55.79020298,122.3668941,50.96016747,125.5698061,196.6456058,1511.936492,181.6320742,995.5137057,INFO,lo,37.38493591,2162.803216,-2.990620419,-76.15104097,40.7412398,47.09649191,3.33,3.33,2.8325,F,3,0.074742,0.150291,0.165606,0.499857,-0.874259,-1.443271,-1.62061,-1.511216,-0.041128,-0.623287,-0.255328,-1.307083
21,f144_power.wav,144,4,3,4,4,7,5,2,2,4,6,6,6,3.67,5.33,2.67,6,1160.634936,43528.29322,1311.056705,61442.48487,55.79020298,122.3668941,50.96016747,125.5698061,196.6456058,1511.936492,181.6320742,995.5137057,INFO,lo,37.38493591,2162.803216,-2.990620419,-76.15104097,40.7412398,47.09649191,2,5.33,4.0825,F,3,0.074742,0.150291,0.165606,0.499857,-0.874259,-1.443271,-1.62061,-1.511216,-0.041128,-0.623287,-0.255328,-1.307083
23,f144_power.wav,144,4,2,1,1,6,4,6,6,6,5,6,7,2.33,3.67,6,6,1160.634936,43528.29322,1311.056705,61442.48487,55.79020298,122.3668941,50.96016747,125.5698061,196.6456058,1511.936492,181.6320742,995.5137057,INFO,lo,37.38493591,2162.803216,-2.990620419,-76.15104097,40.7412398,47.09649191,2,2,2.5,F,3,0.074742,0.150291,0.165606,0.499857,-0.874259,-1.443271,-1.62061,-1.511216,-0.041128,-0.623287,-0.255328,-1.307083
24,f144_power.wav,144,1,1,2,2,5,1,6,6,6,5,6,6,1.33,2.67,6,5.67,1160.634936,43528.29322,1311.056705,61442.48487,55.79020298,122.3668941,50.96016747,125.5698061,196.6456058,1511.936492,181.6320742,995.5137057,INFO,lo,37.38493591,2162.803216,-2.990620419,-76.15104097,40.7412398,47.09649191,2.33,2,2.0825,F,3,0.074742,0.150291,0.165606,0.499857,-0.874259,-1.443271,-1.62061,-1.511216,-0.041128,-0.623287,-0.255328,-1.307083
26,f144_power.wav,144,4,5,5,6,5,4,3,4,4,4,5,5,4.67,5,3.67,4.67,1160.634936,43528.29322,1311.056705,61442.48487,55.79020298,122.3668941,50.96016747,125.5698061,196.6456058,1511.936492,181.6320742,995.5137057,INFO,lo,37.38493591,2162.803216,-2.990620419,-76.15104097,40.7412398,47.09649191,3.33,4.33,4.3325,F,3,0.074742,0.150291,0.165606,0.499857,-0.874259,-1.443271,-1.62061,-1.511216,-0.041128,-0.623287,-0.255328,-1.307083
27,f144_power.wav,144,3,3,1,3,5,2,6,5,4,4,6,4,2.33,3.33,5,4.67,1160.634936,43528.29322,1311.056705,61442.48487,55.79020298,122.3668941,50.96016747,125.5698061,196.6456058,1511.936492,181.6320742,995.5137057,INFO,lo,37.38493591,2162.803216,-2.990620419,-76.15104097,40.7412398,47.09649191,3.33,3,2.9975,F,3,0.074742,0.150291,0.165606,0.499857,-0.874259,-1.443271,-1.62061,-1.511216,-0.041128,-0.623287,-0.255328,-1.307083
28,f144_power.wav,144,5,5,6,5,4,6,4,3,4,5,3,6,5.33,5,3.67,4.67,1160.634936,43528.29322,1311.056705,61442.48487,55.79020298,122.3668941,50.96016747,125.5698061,196.6456058,1511.936492,181.6320742,995.5137057,INFO,lo,37.38493591,2162.803216,-2.990620419,-76.15104097,40.7412398,47.09649191,3.33,4.33,4.4975,F,3,0.074742,0.150291,0.165606,0.499857,-0.874259,-1.443271,-1.62061,-1.511216,-0.041128,-0.623287,-0.255328,-1.307083
29,f144_power.wav,144,2,2,2,3,5,3,4,6,6,5,6,5,2,3.67,5.33,5.33,1160.634936,43528.29322,1311.056705,61442.48487,55.79020298,122.3668941,50.96016747,125.5698061,196.6456058,1511.936492,181.6320742,995.5137057,INFO,lo,37.38493591,2162.803216,-2.990620419,-76.15104097,40.7412398,47.09649191,2.67,2.67,2.7525,F,3,0.074742,0.150291,0.165606,0.499857,-0.874259,-1.443271,-1.62061,-1.511216,-0.041128,-0.623287,-0.255328,-1.307083
32,f144_power.wav,144,5,3,3,4,4,4,4,3,4,5,3,5,3.67,4,3.67,4.33,1160.634936,43528.29322,1311.056705,61442.48487,55.79020298,122.3668941,50.96016747,125.5698061,196.6456058,1511.936492,181.6320742,995.5137057,INFO,lo,37.38493591,2162.803216,-2.990620419,-76.15104097,40.7412398,47.09649191,3.67,4.33,3.9175,F,3,0.074742,0.150291,0.165606,0.499857,-0.874259,-1.443271,-1.62061,-1.511216,-0.041128,-0.623287,-0.255328,-1.307083
33,f144_power.wav,144,3,6,4,5,5,4,5,4,3,5,4,4,4.33,4.67,4,4.33,1160.634936,43528.29322,1311.056705,61442.48487,55.79020298,122.3668941,50.96016747,125.5698061,196.6456058,1511.936492,181.6320742,995.5137057,INFO,lo,37.38493591,2162.803216,-2.990620419,-76.15104097,40.7412398,47.09649191,3.67,4,4.1675,F,3,0.074742,0.150291,0.165606,0.499857,-0.874259,-1.443271,-1.62061,-1.511216,-0.041128,-0.623287,-0.255328,-1.307083
35,f144_power.wav,144,4,5,2,4,5,6,3,4,3,5,7,5,3.67,5,3.33,5.67,1160.634936,43528.29322,1311.056705,61442.48487,55.79020298,122.3668941,50.96016747,125.5698061,196.6456058,1511.936492,181.6320742,995.5137057,INFO,lo,37.38493591,2162.803216,-2.990620419,-76.15104097,40.7412398,47.09649191,2.33,4.67,3.9175,F,3,0.074742,0.150291,0.165606,0.499857,-0.874259,-1.443271,-1.62061,-1.511216,-0.041128,-0.623287,-0.255328,-1.307083
38,f144_power.wav,144,2,2,2,2,6,3,6,6,6,5,6,6,2,3.67,6,5.67,1160.634936,43528.29322,1311.056705,61442.48487,55.79020298,122.3668941,50.96016747,125.5698061,196.6456058,1511.936492,181.6320742,995.5137057,INFO,lo,37.38493591,2162.803216,-2.990620419,-76.15104097,40.7412398,47.09649191,2.33,2,2.5,F,3,0.074742,0.150291,0.165606,0.499857,-0.874259,-1.443271,-1.62061,-1.511216,-0.041128,-0.623287,-0.255328,-1.307083
39,f144_power.wav,144,2,5,2,3,6,5,3,6,6,4,6,5,3,4.67,5,5,1160.634936,43528.29322,1311.056705,61442.48487,55.79020298,122.3668941,50.96016747,125.5698061,196.6456058,1511.936492,181.6320742,995.5137057,INFO,lo,37.38493591,2162.803216,-2.990620419,-76.15104097,40.7412398,47.09649191,3,3,3.4175,F,3,0.074742,0.150291,0.165606,0.499857,-0.874259,-1.443271,-1.62061,-1.511216,-0.041128,-0.623287,-0.255328,-1.307083
40,f144_power.wav,144,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1160.634936,43528.29322,1311.056705,61442.48487,55.79020298,122.3668941,50.96016747,125.5698061,196.6456058,1511.936492,181.6320742,995.5137057,INFO,lo,37.38493591,2162.803216,-2.990620419,-76.15104097,40.7412398,47.09649191,4,4,4,F,3,0.074742,0.150291,0.165606,0.499857,-0.874259,-1.443271,-1.62061,-1.511216,-0.041128,-0.623287,-0.255328,-1.307083
41,f144_power.wav,144,2,3,1,4,6,3,3,2,5,5,5,5,2,4.33,3.33,5,1160.634936,43528.29322,1311.056705,61442.48487,55.79020298,122.3668941,50.96016747,125.5698061,196.6456058,1511.936492,181.6320742,995.5137057,INFO,lo,37.38493591,2162.803216,-2.990620419,-76.15104097,40.7412398,47.09649191,3,4.67,3.5,F,3,0.074742,0.150291,0.165606,0.499857,-0.874259,-1.443271,-1.62061,-1.511216,-0.041128,-0.623287,-0.255328,-1.307083
42,f144_power.wav,144,1,7,7,4,3,7,3,3,7,1,7,1,5,4.67,4.33,3,1160.634936,43528.29322,1311.056705,61442.48487,55.79020298,122.3668941,50.96016747,125.5698061,196.6456058,1511.936492,181.6320742,995.5137057,INFO,lo,37.38493591,2162.803216,-2.990620419,-76.15104097,40.7412398,47.09649191,5,3.67,4.585,F,3,0.074742,0.150291,0.165606,0.499857,-0.874259,-1.443271,-1.62061,-1.511216,-0.041128,-0.623287,-0.255328,-1.307083
45,f144_power.wav,144,3,2,1,3,5,3,6,5,4,3,4,4,2,3.67,5,3.67,1160.634936,43528.29322,1311.056705,61442.48487,55.79020298,122.3668941,50.96016747,125.5698061,196.6456058,1511.936492,181.6320742,995.5137057,INFO,lo,37.38493591,2162.803216,-2.990620419,-76.15104097,40.7412398,47.09649191,4.33,3,3.25,F,3,0.074742,0.150291,0.165606,0.499857,-0.874259,-1.443271,-1.62061,-1.511216,-0.041128,-0.623287,-0.255328,-1.307083
47,f144_power.wav,144,3,4,2,5,4,2,5,5,4,3,6,5,3,3.67,4.67,4.67,1160.634936,43528.29322,1311.056705,61442.48487,55.79020298,122.3668941,50.96016747,125.5698061,196.6456058,1511.936492,181.6320742,995.5137057,INFO,lo,37.38493591,2162.803216,-2.990620419,-76.15104097,40.7412398,47.09649191,3.33,3.33,3.3325,F,3,0.074742,0.150291,0.165606,0.499857,-0.874259,-1.443271,-1.62061,-1.511216,-0.041128,-0.623287,-0.255328,-1.307083
49,f144_power.wav,144,4,5,3,4,4,2,5,7,7,5,6,4,4,3.33,6.33,5,1160.634936,43528.29322,1311.056705,61442.48487,55.79020298,122.3668941,50.96016747,125.5698061,196.6456058,1511.936492,181.6320742,995.5137057,INFO,lo,37.38493591,2162.803216,-2.990620419,-76.15104097,40.7412398,47.09649191,3,1.67,3,F,3,0.074742,0.150291,0.165606,0.499857,-0.874259,-1.443271,-1.62061,-1.511216,-0.041128,-0.623287,-0.255328,-1.307083
50,f144_power.wav,144,1,3,2,1,3,3,5,5,3,4,4,4,2,2.33,4.33,4,1160.634936,43528.29322,1311.056705,61442.48487,55.79020298,122.3668941,50.96016747,125.5698061,196.6456058,1511.936492,181.6320742,995.5137057,INFO,lo,37.38493591,2162.803216,-2.990620419,-76.15104097,40.7412398,47.09649191,4,3.67,3,F,3,0.074742,0.150291,0.165606,0.499857,-0.874259,-1.443271,-1.62061,-1.511216,-0.041128,-0.623287,-0.255328,-1.307083
51,f144_power.wav,144,1,2,1,1,4,2,6,6,6,4,5,6,1.33,2.33,6,5,1160.634936,43528.29322,1311.056705,61442.48487,55.79020298,122.3668941,50.96016747,125.5698061,196.6456058,1511.936492,181.6320742,995.5137057,INFO,lo,37.38493591,2162.803216,-2.990620419,-76.15104097,40.7412398,47.09649191,3,2,2.165,F,3,0.074742,0.150291,0.165606,0.499857,-0.874259,-1.443271,-1.62061,-1.511216,-0.041128,-0.623287,-0.255328,-1.307083
52,f144_power.wav,144,3,2,2,3,5,5,4,4,3,5,5,5,2.33,4.33,3.67,5,1160.634936,43528.29322,1311.056705,61442.48487,55.79020298,122.3668941,50.96016747,125.5698061,196.6456058,1511.936492,181.6320742,995.5137057,INFO,lo,37.38493591,2162.803216,-2.990620419,-76.15104097,40.7412398,47.09649191,3,4.33,3.4975,F,3,0.074742,0.150291,0.165606,0.499857,-0.874259,-1.443271,-1.62061,-1.511216,-0.041128,-0.623287,-0.255328,-1.307083
54,f144_power.wav,144,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1160.634936,43528.29322,1311.056705,61442.48487,55.79020298,122.3668941,50.96016747,125.5698061,196.6456058,1511.936492,181.6320742,995.5137057,INFO,lo,37.38493591,2162.803216,-2.990620419,-76.15104097,40.7412398,47.09649191,4,4,4,F,3,0.074742,0.150291,0.165606,0.499857,-0.874259,-1.443271,-1.62061,-1.511216,-0.041128,-0.623287,-0.255328,-1.307083
55,f144_power.wav,144,3,3,2,5,4,4,6,3,6,5,5,4,2.67,4.33,5,4.67,1160.634936,43528.29322,1311.056705,61442.48487,55.79020298,122.3668941,50.96016747,125.5698061,196.6456058,1511.936492,181.6320742,995.5137057,INFO,lo,37.38493591,2162.803216,-2.990620419,-76.15104097,40.7412398,47.09649191,3.33,3,3.3325,F,3,0.074742,0.150291,0.165606,0.499857,-0.874259,-1.443271,-1.62061,-1.511216,-0.041128,-0.623287,-0.255328,-1.307083
1,f145_power.wav,145,6,4,4,5,4,6,2,2,7,3,6,6,4.67,5,3.67,5,1145.266597,33352.2553,1303.3002,51289.18526,57.976469,179.721233,57.880602,176.574688,179.744169,2268.633516,171.53021,2508.724856,SENSE,lo,22.01659668,-8013.234702,-0.804354214,-18.79670198,23.83980288,803.7935162,3,4.33,4.25,F,2,-0.124873,-0.830358,-0.050881,-0.725485,-0.246851,-0.063545,0.420683,-0.414957,-0.992893,0.352058,-0.773698,0.771336
2,f145_power.wav,145,5,3,3,5,4,4,3,4,3,4,4,3,3.67,4.33,3.33,3.67,1145.266597,33352.2553,1303.3002,51289.18526,57.97646919,179.7212331,57.88060218,176.5746876,179.7441689,2268.633516,171.5302105,2508.724856,SENSE,lo,22.01659668,-8013.234702,-0.804354214,-18.79670198,23.83980288,803.7935162,4.33,4.67,4.25,F,2,-0.124873,-0.830358,-0.050881,-0.725485,-0.246851,-0.063545,0.420683,-0.414957,-0.992893,0.352058,-0.773698,0.771336
3,f145_power.wav,145,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1145.266597,33352.2553,1303.3002,51289.18526,57.97646919,179.7212331,57.88060218,176.5746876,179.7441689,2268.633516,171.5302105,2508.724856,SENSE,lo,22.01659668,-8013.234702,-0.804354214,-18.79670198,23.83980288,803.7935162,6,6,4,F,2,-0.124873,-0.830358,-0.050881,-0.725485,-0.246851,-0.063545,0.420683,-0.414957,-0.992893,0.352058,-0.773698,0.771336
5,f145_power.wav,145,4,4,2,4,5,2,5,5,6,4,5,4,3.33,3.67,5.33,4.33,1145.266597,33352.2553,1303.3002,51289.18526,57.97646919,179.7212331,57.88060218,176.5746876,179.7441689,2268.633516,171.5302105,2508.724856,SENSE,lo,22.01659668,-8013.234702,-0.804354214,-18.79670198,23.83980288,803.7935162,3.67,2.67,3.335,F,2,-0.124873,-0.830358,-0.050881,-0.725485,-0.246851,-0.063545,0.420683,-0.414957,-0.992893,0.352058,-0.773698,0.771336
6,f145_power.wav,145,3,3,4,4,5,4,5,2,5,4,6,5,3.33,4.33,4,5,1145.266597,33352.2553,1303.3002,51289.18526,57.97646919,179.7212331,57.88060218,176.5746876,179.7441689,2268.633516,171.5302105,2508.724856,SENSE,lo,22.01659668,-8013.234702,-0.804354214,-18.79670198,23.83980288,803.7935162,3,4,3.665,F,2,-0.124873,-0.830358,-0.050881,-0.725485,-0.246851,-0.063545,0.420683,-0.414957,-0.992893,0.352058,-0.773698,0.771336
7,f145_power.wav,145,3,6,2,5,4,3,5,4,3,3,5,6,3.67,4,4,4.67,1145.266597,33352.2553,1303.3002,51289.18526,57.97646919,179.7212331,57.88060218,176.5746876,179.7441689,2268.633516,171.5302105,2508.724856,SENSE,lo,22.01659668,-8013.234702,-0.804354214,-18.79670198,23.83980288,803.7935162,3.33,4,3.75,F,2,-0.124873,-0.830358,-0.050881,-0.725485,-0.246851,-0.063545,0.420683,-0.414957,-0.992893,0.352058,-0.773698,0.771336
9,f145_power.wav,145,5,4,2,3,6,4,3,3,4,3,2,5,3.67,4.33,3.33,3.33,1145.266597,33352.2553,1303.3002,51289.18526,57.97646919,179.7212331,57.88060218,176.5746876,179.7441689,2268.633516,171.5302105,2508.724856,SENSE,lo,22.01659668,-8013.234702,-0.804354214,-18.79670198,23.83980288,803.7935162,4.67,4.67,4.335,F,2,-0.124873,-0.830358,-0.050881,-0.725485,-0.246851,-0.063545,0.420683,-0.414957,-0.992893,0.352058,-0.773698,0.771336
10,f145_power.wav,145,4,1,1,1,4,3,5,2,2,2,5,3,2,2.67,3,3.33,1145.266597,33352.2553,1303.3002,51289.18526,57.97646919,179.7212331,57.88060218,176.5746876,179.7441689,2268.633516,171.5302105,2508.724856,SENSE,lo,22.01659668,-8013.234702,-0.804354214,-18.79670198,23.83980288,803.7935162,4.67,5,3.585,F,2,-0.124873,-0.830358,-0.050881,-0.725485,-0.246851,-0.063545,0.420683,-0.414957,-0.992893,0.352058,-0.773698,0.771336
11,f145_power.wav,145,6,3,3,6,6,4,2,3,4,6,6,6,4,5.33,3,6,1145.266597,33352.2553,1303.3002,51289.18526,57.97646919,179.7212331,57.88060218,176.5746876,179.7441689,2268.633516,171.5302105,2508.724856,SENSE,lo,22.01659668,-8013.234702,-0.804354214,-18.79670198,23.83980288,803.7935162,2,5,4.0825,F,2,-0.124873,-0.830358,-0.050881,-0.725485,-0.246851,-0.063545,0.420683,-0.414957,-0.992893,0.352058,-0.773698,0.771336
12,f145_power.wav,145,4,1,1,2,3,5,3,2,3,6,5,6,2,3.33,2.67,5.67,1145.266597,33352.2553,1303.3002,51289.18526,57.97646919,179.7212331,57.88060218,176.5746876,179.7441689,2268.633516,171.5302105,2508.724856,SENSE,lo,22.01659668,-8013.234702,-0.804354214,-18.79670198,23.83980288,803.7935162,2.33,5.33,3.2475,F,2,-0.124873,-0.830358,-0.050881,-0.725485,-0.246851,-0.063545,0.420683,-0.414957,-0.992893,0.352058,-0.773698,0.771336
14,f145_power.wav,145,6,7,5,3,5,6,1,1,7,3,6,5,6,4.67,3,4.67,1145.266597,33352.2553,1303.3002,51289.18526,57.97646919,179.7212331,57.88060218,176.5746876,179.7441689,2268.633516,171.5302105,2508.724856,SENSE,lo,22.01659668,-8013.234702,-0.804354214,-18.79670198,23.83980288,803.7935162,3.33,5,4.75,F,2,-0.124873,-0.830358,-0.050881,-0.725485,-0.246851,-0.063545,0.420683,-0.414957,-0.992893,0.352058,-0.773698,0.771336
16,f145_power.wav,145,5,4,6,3,4,5,6,6,5,3,4,6,5,4,5.67,4.33,1145.266597,33352.2553,1303.3002,51289.18526,57.97646919,179.7212331,57.88060218,176.5746876,179.7441689,2268.633516,171.5302105,2508.724856,SENSE,lo,22.01659668,-8013.234702,-0.804354214,-18.79670198,23.83980288,803.7935162,3.67,2.33,3.75,F,2,-0.124873,-0.830358,-0.050881,-0.725485,-0.246851,-0.063545,0.420683,-0.414957,-0.992893,0.352058,-0.773698,0.771336
18,f145_power.wav,145,1,1,2,4,6,4,2,5,4,7,7,7,1.33,4.67,3.67,7,1145.266597,33352.2553,1303.3002,51289.18526,57.97646919,179.7212331,57.88060218,176.5746876,179.7441689,2268.633516,171.5302105,2508.724856,SENSE,lo,22.01659668,-8013.234702,-0.804354214,-18.79670198,23.83980288,803.7935162,1,4.33,2.8325,F,2,-0.124873,-0.830358,-0.050881,-0.725485,-0.246851,-0.063545,0.420683,-0.414957,-0.992893,0.352058,-0.773698,0.771336
19,f145_power.wav,145,3,2,1,5,7,5,1,2,4,7,7,7,2,5.67,2.33,7,1145.266597,33352.2553,1303.3002,51289.18526,57.97646919,179.7212331,57.88060218,176.5746876,179.7441689,2268.633516,171.5302105,2508.724856,SENSE,lo,22.01659668,-8013.234702,-0.804354214,-18.79670198,23.83980288,803.7935162,1,5.67,3.585,F,2,-0.124873,-0.830358,-0.050881,-0.725485,-0.246851,-0.063545,0.420683,-0.414957,-0.992893,0.352058,-0.773698,0.771336
23,f145_power.wav,145,7,5,7,7,7,1,1,1,1,6,7,7,6.33,5,1,6.67,1145.266597,33352.2553,1303.3002,51289.18526,57.97646919,179.7212331,57.88060218,176.5746876,179.7441689,2268.633516,171.5302105,2508.724856,SENSE,lo,22.01659668,-8013.234702,-0.804354214,-18.79670198,23.83980288,803.7935162,1.33,7,4.915,F,2,-0.124873,-0.830358,-0.050881,-0.725485,-0.246851,-0.063545,0.420683,-0.414957,-0.992893,0.352058,-0.773698,0.771336
24,f145_power.wav,145,5,2,2,6,6,5,2,3,2,4,5,5,3,5.67,2.33,4.67,1145.266597,33352.2553,1303.3002,51289.18526,57.97646919,179.7212331,57.88060218,176.5746876,179.7441689,2268.633516,171.5302105,2508.724856,SENSE,lo,22.01659668,-8013.234702,-0.804354214,-18.79670198,23.83980288,803.7935162,3.33,5.67,4.4175,F,2,-0.124873,-0.830358,-0.050881,-0.725485,-0.246851,-0.063545,0.420683,-0.414957,-0.992893,0.352058,-0.773698,0.771336
26,f145_power.wav,145,3,5,3,5,4,4,4,3,4,3,4,4,3.67,4.33,3.67,3.67,1145.266597,33352.2553,1303.3002,51289.18526,57.97646919,179.7212331,57.88060218,176.5746876,179.7441689,2268.633516,171.5302105,2508.724856,SENSE,lo,22.01659668,-8013.234702,-0.804354214,-18.79670198,23.83980288,803.7935162,4.33,4.33,4.165,F,2,-0.124873,-0.830358,-0.050881,-0.725485,-0.246851,-0.063545,0.420683,-0.414957,-0.992893,0.352058,-0.773698,0.771336
27,f145_power.wav,145,6,4,5,5,6,6,1,2,3,3,5,4,5,5.67,2,4,1145.266597,33352.2553,1303.3002,51289.18526,57.97646919,179.7212331,57.88060218,176.5746876,179.7441689,2268.633516,171.5302105,2508.724856,SENSE,lo,22.01659668,-8013.234702,-0.804354214,-18.79670198,23.83980288,803.7935162,4,6,5.1675,F,2,-0.124873,-0.830358,-0.050881,-0.725485,-0.246851,-0.063545,0.420683,-0.414957,-0.992893,0.352058,-0.773698,0.771336
28,f145_power.wav,145,4,2,3,7,7,4,2,2,5,7,7,7,3,6,3,7,1145.266597,33352.2553,1303.3002,51289.18526,57.97646919,179.7212331,57.88060218,176.5746876,179.7441689,2268.633516,171.5302105,2508.724856,SENSE,lo,22.01659668,-8013.234702,-0.804354214,-18.79670198,23.83980288,803.7935162,1,5,3.75,F,2,-0.124873,-0.830358,-0.050881,-0.725485,-0.246851,-0.063545,0.420683,-0.414957,-0.992893,0.352058,-0.773698,0.771336
29,f145_power.wav,145,5,5,3,5,5,5,2,3,4,5,5,5,4.33,5,3,5,1145.266597,33352.2553,1303.3002,51289.18526,57.97646919,179.7212331,57.88060218,176.5746876,179.7441689,2268.633516,171.5302105,2508.724856,SENSE,lo,22.01659668,-8013.234702,-0.804354214,-18.79670198,23.83980288,803.7935162,3,5,4.3325,F,2,-0.124873,-0.830358,-0.050881,-0.725485,-0.246851,-0.063545,0.420683,-0.414957,-0.992893,0.352058,-0.773698,0.771336
32,f145_power.wav,145,6,5,5,6,7,6,1,1,2,5,6,6,5.33,6.33,1.33,5.67,1145.266597,33352.2553,1303.3002,51289.18526,57.97646919,179.7212331,57.88060218,176.5746876,179.7441689,2268.633516,171.5302105,2508.724856,SENSE,lo,22.01659668,-8013.234702,-0.804354214,-18.79670198,23.83980288,803.7935162,2.33,6.67,5.165,F,2,-0.124873,-0.830358,-0.050881,-0.725485,-0.246851,-0.063545,0.420683,-0.414957,-0.992893,0.352058,-0.773698,0.771336
33,f145_power.wav,145,4,3,3,4,5,5,2,2,3,5,5,5,3.33,4.67,2.33,5,1145.266597,33352.2553,1303.3002,51289.18526,57.97646919,179.7212331,57.88060218,176.5746876,179.7441689,2268.633516,171.5302105,2508.724856,SENSE,lo,22.01659668,-8013.234702,-0.804354214,-18.79670198,23.83980288,803.7935162,3,5.67,4.1675,F,2,-0.124873,-0.830358,-0.050881,-0.725485,-0.246851,-0.063545,0.420683,-0.414957,-0.992893,0.352058,-0.773698,0.771336
35,f145_power.wav,145,5,4,2,6,7,6,2,5,2,7,7,7,3.67,6.33,3,7,1145.266597,33352.2553,1303.3002,51289.18526,57.97646919,179.7212331,57.88060218,176.5746876,179.7441689,2268.633516,171.5302105,2508.724856,SENSE,lo,22.01659668,-8013.234702,-0.804354214,-18.79670198,23.83980288,803.7935162,1,5,4,F,2,-0.124873,-0.830358,-0.050881,-0.725485,-0.246851,-0.063545,0.420683,-0.414957,-0.992893,0.352058,-0.773698,0.771336
38,f145_power.wav,145,6,3,5,3,5,6,5,3,3,6,3,4,4.67,4.67,3.67,4.33,1145.266597,33352.2553,1303.3002,51289.18526,57.97646919,179.7212331,57.88060218,176.5746876,179.7441689,2268.633516,171.5302105,2508.724856,SENSE,lo,22.01659668,-8013.234702,-0.804354214,-18.79670198,23.83980288,803.7935162,3.67,4.33,4.335,F,2,-0.124873,-0.830358,-0.050881,-0.725485,-0.246851,-0.063545,0.420683,-0.414957,-0.992893,0.352058,-0.773698,0.771336
